# Time (s), X (m), Y (m), Z (m), Vx (m/s), Vy (m/s), Vz (m/s), Ax (m/s²), Ay (m/s²), Az (m/s²), Angle of Attack (°)
250.000000,2530.502062,3204.516927,1724.221436,8.856114,8.909882,-5.615884,-0.077672,-0.061023,0.001638,71.390351
251.000000,2539.319272,3213.396243,1718.606373,8.778452,8.848867,-5.614247,-0.077648,-0.061004,0.001636,71.390320
252.000000,2548.058960,3222.214656,1712.992943,8.700812,8.787870,-5.612612,-0.077625,-0.060986,0.001634,71.390294
253.000000,2556.721202,3230.972223,1707.381144,8.623196,8.726892,-5.610978,-0.077602,-0.060968,0.001632,71.390271
254.000000,2565.306068,3239.669000,1701.770972,8.545602,8.665931,-5.609347,-0.077580,-0.060951,0.001630,71.390251
255.000000,2573.813519,3248.304957,1696.162428,8.468031,8.604988,-5.607718,-0.077557,-0.060933,0.001628,71.390233
256.000000,2582.243394,3256.879966,1690.555512,8.390483,8.544062,-5.606090,-0.077535,-0.060915,0.001627,71.390216
257.000000,2590.595520,3265.393893,1684.950227,8.312958,8.483155,-5.604465,-0.077513,-0.060898,0.001625,71.390201
258.000000,2598.869728,3273.846605,1679.346574,8.235455,8.422265,-5.602841,-0.077490,-0.060880,0.001623,71.390186
259.000000,2607.065849,3282.237967,1673.744557,8.157975,8.361393,-5.601219,-0.077468,-0.060863,0.001621,71.390171
260.000000,2615.183710,3290.567845,1668.144176,8.080517,8.300539,-5.599599,-0.077446,-0.060845,0.001619,71.390157
261.000000,2623.223222,3298.836169,1662.545433,8.003082,8.239703,-5.597981,-0.077424,-0.060828,0.001617,71.390142
262.000000,2631.184579,3307.043090,1656.948321,7.925670,8.178884,-5.596365,-0.077402,-0.060810,0.001615,71.390126
263.000000,2639.068037,3315.188811,1651.352835,7.848280,8.118083,-5.594751,-0.077380,-0.060793,0.001613,71.390110
264.000000,2646.873853,3323.273534,1645.758968,7.770912,8.057300,-5.593138,-0.077358,-0.060776,0.001612,71.390094
265.000000,2654.602285,3331.297460,1640.166713,7.693567,7.996534,-5.591528,-0.077336,-0.060758,0.001610,71.390078
266.000000,2662.253589,3339.260790,1634.576064,7.616244,7.935786,-5.589919,-0.077314,-0.060741,0.001608,71.390061
267.000000,2669.828022,3347.163728,1628.987014,7.538943,7.875055,-5.588312,-0.077291,-0.060723,0.001606,71.390044
268.000000,2677.325841,3355.006474,1623.399556,7.461664,7.814341,-5.586707,-0.077269,-0.060706,0.001604,71.390027
269.000000,2684.747302,3362.789230,1617.813684,7.384407,7.753645,-5.585104,-0.077247,-0.060688,0.001602,71.390010
270.000000,2692.092663,3370.512199,1612.229392,7.307172,7.692965,-5.583502,-0.077225,-0.060671,0.001600,71.389992
271.000000,2699.362181,3378.175582,1606.646673,7.229959,7.632303,-5.581903,-0.077203,-0.060654,0.001599,71.389975
272.000000,2706.556111,3385.779580,1601.065520,7.152767,7.571658,-5.580305,-0.077181,-0.060636,0.001597,71.389957
273.000000,2713.674713,3393.324397,1595.485927,7.075597,7.511030,-5.578709,-0.077159,-0.060619,0.001595,71.389939
274.000000,2720.718241,3400.810233,1589.907887,6.998448,7.450419,-5.577115,-0.077137,-0.060602,0.001593,71.389922
275.000000,2727.686953,3408.237290,1584.331394,6.921321,7.389824,-5.575522,-0.077115,-0.060584,0.001591,71.389904
276.000000,2734.581068,3415.605740,1578.756442,6.844215,7.329247,-5.573932,-0.077093,-0.060567,0.001590,71.389887
277.000000,2741.400247,3422.915317,1573.183035,6.767131,7.268686,-5.572343,-0.077071,-0.060550,0.001588,71.389869
278.000000,2748.143727,3430.165422,1567.611189,6.690068,7.208142,-5.570755,-0.077049,-0.060532,0.001586,71.389852
279.000000,2754.810736,3437.355448,1562.040918,6.613027,7.147615,-5.569170,-0.077027,-0.060515,0.001584,71.389835
280.000000,2761.400500,3444.484788,1556.472235,6.536008,7.087106,-5.567586,-0.077005,-0.060498,0.001582,71.389818
281.000000,2767.912249,3451.552834,1550.905155,6.459011,7.026614,-5.566005,-0.076983,-0.060481,0.001581,71.389801
282.000000,2774.345208,3458.558981,1545.339691,6.382037,6.966139,-5.564425,-0.076961,-0.060464,0.001579,71.389784
283.000000,2780.698605,3465.502620,1539.775859,6.305085,6.905683,-5.562847,-0.076939,-0.060446,0.001577,71.389767
284.000000,2786.971668,3472.383145,1534.213672,6.228156,6.845244,-5.561271,-0.076917,-0.060429,0.001575,71.389750
285.000000,2793.163624,3479.199949,1528.653144,6.151250,6.784823,-5.559696,-0.076895,-0.060412,0.001573,71.389733
286.000000,2799.273700,3485.952424,1523.094289,6.074367,6.724421,-5.558124,-0.076873,-0.060395,0.001572,71.389716
287.000000,2805.301124,3492.639965,1517.537123,5.997507,6.664036,-5.556553,-0.076852,-0.060378,0.001570,71.389699
288.000000,2811.245122,3499.261963,1511.981658,5.920671,6.603671,-5.554985,-0.076830,-0.060361,0.001568,71.389683
289.000000,2817.104923,3505.817811,1506.427909,5.843859,6.543324,-5.553418,-0.076808,-0.060344,0.001566,71.389666
290.000000,2822.879754,3512.306904,1500.875890,5.767071,6.482996,-5.551853,-0.076786,-0.060327,0.001565,71.389649
291.000000,2828.568859,3518.728646,1495.325615,5.690307,6.422686,-5.550291,-0.076765,-0.060310,0.001563,71.389632
292.000000,2834.176809,3525.086630,1489.776990,5.613565,6.362395,-5.548730,-0.076743,-0.060293,0.001561,71.389615
293.000000,2839.721016,3531.394534,1484.229661,5.536842,6.302118,-5.547170,-0.076721,-0.060276,0.001559,71.389598
294.000000,2845.220788,3537.667529,1478.683236,5.460131,6.241851,-5.545612,-0.076700,-0.060259,0.001557,71.389582
295.000000,2850.695433,3543.920782,1473.137321,5.383427,6.181589,-5.544054,-0.076678,-0.060242,0.001556,71.389565
